Title,File_id
Coronavirus__Number_of_UK_deaths_rises_above_1_000.txt,1a7-OrOA7ZWKqblzhNzipCkHBy4RrFMQH
Coronavirus_cradle_Wuhan_partly_reopens_after_lockdown.txt,1cW6VpFuALvZDe3AVnZ37Dm24SEAkoE6A
Coronavirus__Cruise_ship_in_race_to_transfer_passengers_off_Panama_coast.txt,1aNej3KPtMOB_mm8yCaIqYK5H5kLEITm_
Coronavirus__OneWeb_blames_pandemic_for_collapse.txt,1smCW9m2f7leUDIkOpK44WC0OtNDYhtWB
How_the_UK_s_coronavirus_epidemic_compares_to_other_countries.txt,1tzP4kMEmkX3lPkJucyDthpoIIQoe0a7z
final.csv,1q31dZHW0a9XY2lk3QjUO27w_YGofwRnA
file_id.csv,1SqIyUX_bFzshfr0MHFTdD8UmFD_izVac
